"action_type","combined_shot_type","lat","loc_x","loc_y","lon","minutes_remaining","period","playoffs","season","seconds_remaining","shot_distance","shot_made_flag","shot_type","shot_zone_area","shot_zone_basic","shot_zone_range","game_month","matchup","opponent"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,1,3,0,"2008-09",58,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","1","Away","MIN"
"Step Back Jump shot","Jump Shot",34.0113,-147,33,-118.4168,0,3,0,"2008-09",59,15,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","1","Away","MIN"
"Step Back Jump shot","Jump Shot",33.8523,-114,192,-118.3838,4,4,0,"2008-09",3,22,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","1","Away","MIN"
"Fadeaway Jump Shot","Jump Shot",34.0103,-158,34,-118.4278,3,4,0,"2008-09",8,16,"1","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","1","Away","MIN"
"Running Jump Shot","Jump Shot",33.9393,-41,105,-118.3108,8,1,0,"2008-09",25,11,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","1","Away","MEM"
"Layup Shot","Layup",34.0443,0,0,-118.2698,7,1,0,"2008-09",6,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","1","Away","MEM"
"Jump Shot","Jump Shot",33.9253,-100,119,-118.3698,6,1,0,"2008-09",44,15,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","1","Away","MEM"
"Driving Dunk Shot","Dunk",34.0443,0,0,-118.2698,7,2,0,"2008-09",0,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","1","Away","MEM"
"Layup Shot","Layup",34.0443,0,0,-118.2698,5,2,0,"2008-09",5,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","1","Away","MEM"
"Layup Shot","Layup",34.0443,0,0,-118.2698,3,2,0,"2008-09",38,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","1","Away","MEM"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,2,2,0,"2008-09",22,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","1","Away","MEM"
"Layup Shot","Layup",34.0443,0,0,-118.2698,11,3,0,"2008-09",9,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","1","Away","MEM"
"Layup Shot","Layup",34.0443,0,0,-118.2698,10,3,0,"2008-09",33,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","1","Away","MEM"
"Layup Shot","Layup",34.0443,0,0,-118.2698,10,3,0,"2008-09",9,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","1","Away","MEM"
"Turnaround Jump Shot","Jump Shot",33.9133,-98,131,-118.3678,6,3,0,"2008-09",34,16,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","1","Away","MEM"
"Jump Shot","Jump Shot",33.9123,-11,132,-118.2808,1,3,0,"2008-09",5,13,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","1","Away","MEM"
"Floating Jump shot","Jump Shot",33.9533,-52,91,-118.3218,0,3,0,"2008-09",11,10,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","1","Away","MEM"
"Jump Shot","Jump Shot",33.8203,-122,224,-118.3918,5,4,0,"2008-09",21,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","1","Away","MEM"
"Jump Shot","Jump Shot",33.9973,62,47,-118.2078,3,4,0,"2008-09",25,7,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","1","Away","MEM"
"Jump Bank Shot","Jump Shot",34.0163,-52,28,-118.3218,2,4,0,"2008-09",45,5,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","1","Away","MEM"
"Jump Shot","Jump Shot",33.8523,62,192,-118.2078,11,1,0,"2008-09",16,20,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","2","Away","NYK"
"Jump Shot","Jump Shot",33.8873,-188,157,-118.4578,10,1,0,"2008-09",41,24,"1","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","2","Away","NYK"
"Jump Shot","Jump Shot",33.8883,127,156,-118.1428,9,1,0,"2008-09",55,20,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","2","Away","NYK"
"Jump Shot","Jump Shot",33.8823,108,162,-118.1618,9,1,0,"2008-09",29,19,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","2","Away","NYK"
"Jump Shot","Jump Shot",33.9073,-212,137,-118.4818,8,1,0,"2008-09",3,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","2","Away","NYK"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,7,1,0,"2008-09",34,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","NYK"
"Jump Shot","Jump Shot",34.0503,-155,-6,-118.4248,6,1,0,"2008-09",35,15,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","2","Away","NYK"
"Turnaround Jump Shot","Jump Shot",34.0633,-150,-19,-118.4198,3,1,0,"2008-09",56,15,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","2","Away","NYK"
"Jump Shot","Jump Shot",33.8773,-183,167,-118.4528,0,1,0,"2008-09",35,24,"1","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","2","Away","NYK"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,0,1,0,"2008-09",1,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","NYK"
"Jump Shot","Jump Shot",34.0373,230,7,-118.0398,7,2,0,"2008-09",5,23,"1","3PT Field Goal","Right Side(R)","Right Corner 3","24+ ft.","2","Away","NYK"
"Jump Shot","Jump Shot",33.9753,-180,69,-118.4498,6,2,0,"2008-09",27,19,"1","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","2","Away","NYK"
"Jump Shot","Jump Shot",33.9363,-163,108,-118.4328,6,2,0,"2008-09",4,19,"1","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","2","Away","NYK"
"Driving Dunk Shot","Dunk",34.0443,0,0,-118.2698,5,2,0,"2008-09",50,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","NYK"
"Running Jump Shot","Jump Shot",33.9883,13,56,-118.2568,4,2,0,"2008-09",2,5,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","2","Away","NYK"
"Jump Shot","Jump Shot",33.9203,212,124,-118.0578,2,2,0,"2008-09",42,24,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","2","Away","NYK"
"Driving Dunk Shot","Dunk",34.0443,0,0,-118.2698,1,2,0,"2008-09",56,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","NYK"
"Jump Shot","Jump Shot",33.9623,-166,82,-118.4358,1,2,0,"2008-09",6,18,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","2","Away","NYK"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,0,2,0,"2008-09",42,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","NYK"
"Jump Shot","Jump Shot",34.0523,95,-8,-118.1748,0,2,0,"2008-09",13,9,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Away","NYK"
"Jump Shot","Jump Shot",33.9233,209,121,-118.0608,8,3,0,"2008-09",39,24,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","2","Away","NYK"
"Running Jump Shot","Jump Shot",34.0033,-76,41,-118.3458,8,3,0,"2008-09",17,8,"1","2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.","2","Away","NYK"
"Fadeaway Jump Shot","Jump Shot",34.0743,-101,-30,-118.3708,7,3,0,"2008-09",7,10,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","2","Away","NYK"
"Running Jump Shot","Jump Shot",33.9883,-8,56,-118.2778,5,3,0,"2008-09",10,5,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","2","Away","NYK"
"Jump Shot","Jump Shot",34.0053,190,39,-118.0798,4,3,0,"2008-09",30,19,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","2","Away","NYK"
"Jump Shot","Jump Shot",33.9153,-67,129,-118.3368,7,4,0,"2008-09",32,14,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","2","Away","NYK"
"Jump Shot","Jump Shot",34.0183,159,26,-118.1108,6,4,0,"2008-09",33,16,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","2","Away","NYK"
"Turnaround Jump Shot","Jump Shot",34.0223,-120,22,-118.3898,6,4,0,"2008-09",17,12,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","2","Away","NYK"
"Jump Shot","Jump Shot",33.9433,-65,101,-118.3348,3,4,0,"2008-09",24,12,"1","2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.","2","Away","NYK"
"Pullup Jump shot","Jump Shot",34.0353,147,9,-118.1228,10,1,0,"2008-09",11,14,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Away","TOR"
"Turnaround Jump Shot","Jump Shot",33.9753,-117,69,-118.3868,9,1,0,"2008-09",8,13,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","2","Away","TOR"
"Turnaround Fadeaway shot","Jump Shot",34.0143,152,30,-118.1178,8,1,0,"2008-09",41,15,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Away","TOR"
"Jump Shot","Jump Shot",33.8253,-120,219,-118.3898,6,1,0,"2008-09",21,24,"1","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","2","Away","TOR"
"Jump Shot","Jump Shot",33.8543,-147,190,-118.4168,4,1,0,"2008-09",20,24,"1","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","2","Away","TOR"
"Jump Shot","Jump Shot",33.7943,-5,250,-118.2748,3,1,0,"2008-09",51,25,"1","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","2","Away","TOR"
"Driving Reverse Layup Shot","Layup",34.0443,0,0,-118.2698,3,1,0,"2008-09",1,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","TOR"
"Turnaround Fadeaway shot","Jump Shot",34.0183,95,26,-118.1748,4,2,0,"2008-09",59,9,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Away","TOR"
"Jump Shot","Jump Shot",33.8133,6,231,-118.2638,4,2,0,"2008-09",28,23,"0","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","2","Away","TOR"
"Jump Shot","Jump Shot",34.0163,165,28,-118.1048,2,2,0,"2008-09",46,16,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","2","Away","TOR"
"Pullup Jump shot","Jump Shot",33.8493,155,195,-118.1148,1,2,0,"2008-09",4,24,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","2","Away","TOR"
"Pullup Jump shot","Jump Shot",33.8003,-32,244,-118.3018,10,3,0,"2008-09",49,24,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","2","Away","TOR"
"Jump Shot","Jump Shot",34.0303,-231,14,-118.5008,10,3,0,"2008-09",17,23,"1","3PT Field Goal","Left Side(L)","Left Corner 3","24+ ft.","2","Away","TOR"
"Jump Shot","Jump Shot",33.8443,-79,200,-118.3488,2,3,0,"2008-09",31,21,"1","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","2","Away","TOR"
"Pullup Jump shot","Jump Shot",33.8193,12,225,-118.2578,0,3,0,"2008-09",39,22,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","2","Away","TOR"
"Step Back Jump shot","Jump Shot",33.8283,-67,216,-118.3368,6,4,0,"2008-09",27,22,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","2","Away","TOR"
"Pullup Jump shot","Jump Shot",33.9253,-175,119,-118.4448,3,4,0,"2008-09",55,21,"1","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","2","Away","TOR"
"Jump Shot","Jump Shot",33.8353,-142,209,-118.4118,3,4,0,"2008-09",1,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","2","Away","TOR"
"Pullup Jump shot","Jump Shot",33.8773,129,167,-118.1408,2,4,0,"2008-09",17,21,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","2","Away","TOR"
"Jump Shot","Jump Shot",33.9893,-161,55,-118.4308,1,4,0,"2008-09",36,17,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","2","Away","TOR"
"Turnaround Fadeaway shot","Jump Shot",34.0253,168,19,-118.1018,0,4,0,"2008-09",46,16,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","2","Away","TOR"
"Pullup Jump shot","Jump Shot",33.8843,18,160,-118.2518,0,4,0,"2008-09",23,16,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","2","Away","TOR"
"Jump Shot","Jump Shot",33.9043,-90,140,-118.3598,10,1,0,"2008-09",48,16,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","2","Away","BOS"
"Floating Jump shot","Jump Shot",34.0383,97,6,-118.1728,9,1,0,"2008-09",21,9,"1","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Away","BOS"
"Driving Layup Shot","Layup",34.0373,4,7,-118.2658,8,1,0,"2008-09",53,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","BOS"
"Jump Shot","Jump Shot",33.9863,88,58,-118.1818,6,1,0,"2008-09",34,10,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Away","BOS"
"Jump Shot","Jump Shot",33.9213,-149,123,-118.4188,1,1,0,"2008-09",32,19,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","2","Away","BOS"
"Jump Shot","Jump Shot",33.9153,4,129,-118.2658,0,1,0,"2008-09",32,12,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","2","Away","BOS"
"Jump Shot","Jump Shot",33.9073,-84,137,-118.3538,7,2,0,"2008-09",54,16,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","2","Away","BOS"
"Jump Shot","Jump Shot",33.8433,133,201,-118.1368,5,2,0,"2008-09",13,24,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","2","Away","BOS"
"Layup Shot","Layup",34.0403,-5,4,-118.2748,4,2,0,"2008-09",33,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","BOS"
"Jump Shot","Jump Shot",33.8873,99,157,-118.1708,0,2,0,"2008-09",27,18,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","2","Away","BOS"
"Jump Shot","Jump Shot",33.8683,-172,176,-118.4418,11,3,0,"2008-09",22,24,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","2","Away","BOS"
"Turnaround Fadeaway shot","Jump Shot",34.0273,146,17,-118.1238,5,3,0,"2008-09",43,14,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Away","BOS"
"Turnaround Bank shot","Bank Shot",34.0003,-64,44,-118.3338,2,3,0,"2008-09",54,7,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","2","Away","BOS"
"Jump Shot","Jump Shot",34.0463,200,-2,-118.0698,1,3,0,"2008-09",32,20,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","2","Away","BOS"
"Jump Shot","Jump Shot",33.9043,-71,140,-118.3408,5,4,0,"2008-09",51,15,"0","2PT Field Goal","Center(C)","Mid-Range","8-16 ft.","2","Away","BOS"
"Jump Shot","Jump Shot",33.7983,48,246,-118.2218,5,4,0,"2008-09",25,25,"1","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","2","Away","BOS"
"Jump Shot","Jump Shot",33.8063,94,238,-118.1758,1,4,0,"2008-09",30,25,"1","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","2","Away","BOS"
"Jump Shot","Jump Shot",33.8803,-149,164,-118.4188,0,4,0,"2008-09",9,22,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","2","Away","BOS"
"Jump Shot","Jump Shot",33.8023,72,242,-118.1978,3,5,0,"2008-09",39,25,"0","3PT Field Goal","Center(C)","Above the Break 3","24+ ft.","2","Away","BOS"
"Jump Shot","Jump Shot",33.8053,-84,239,-118.3538,2,5,0,"2008-09",39,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","2","Away","BOS"
"Jump Shot","Jump Shot",33.8883,-131,156,-118.4008,0,5,0,"2008-09",41,20,"0","2PT Field Goal","Left Side Center(LC)","Mid-Range","16-24 ft.","2","Away","BOS"
"Jump Shot","Jump Shot",33.9503,160,94,-118.1098,11,1,0,"2008-09",44,18,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.9803,18,64,-118.2518,9,1,0,"2008-09",20,6,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.9723,-52,72,-118.3218,8,1,0,"2008-09",37,8,"1","2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.","2","Away","CLE"
"Turnaround Jump Shot","Jump Shot",34.0323,157,12,-118.1128,6,1,0,"2008-09",14,15,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Away","CLE"
"Running Jump Shot","Jump Shot",34.0193,103,25,-118.1668,4,1,0,"2008-09",0,10,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.9613,159,83,-118.1108,2,1,0,"2008-09",49,17,"1","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","2","Away","CLE"
"Turnaround Jump Shot","Jump Shot",34.0183,-166,26,-118.4358,11,2,0,"2008-09",31,16,"0","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.8393,-56,205,-118.3258,0,2,0,"2008-09",35,21,"0","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.9253,-172,119,-118.4418,10,3,0,"2008-09",7,20,"1","2PT Field Goal","Left Side(L)","Mid-Range","16-24 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.9593,70,85,-118.1998,9,3,0,"2008-09",37,11,"1","2PT Field Goal","Right Side(R)","In The Paint (Non-RA)","8-16 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.9503,47,94,-118.2228,9,3,0,"2008-09",8,10,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.8313,-166,213,-118.4358,1,3,0,"2008-09",13,27,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","2","Away","CLE"
"Running Jump Shot","Jump Shot",33.8823,-49,162,-118.3188,1,4,0,"2008-09",4,16,"0","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","2","Away","CLE"
"Jump Shot","Jump Shot",33.7563,-98,288,-118.3678,0,4,0,"2008-09",13,30,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","2","Away","CLE"
"Jump Shot","Jump Shot",34.0293,88,15,-118.1818,11,1,0,"2008-09",6,8,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Home","OKC"
"Jump Shot","Jump Shot",33.9733,154,71,-118.1158,10,1,0,"2008-09",41,16,"0","2PT Field Goal","Right Side(R)","Mid-Range","16-24 ft.","2","Home","OKC"
"Turnaround Jump Shot","Jump Shot",33.9433,-95,101,-118.3648,9,1,0,"2008-09",47,13,"0","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","2","Home","OKC"
"Layup Shot","Layup",34.0443,0,0,-118.2698,7,1,0,"2008-09",28,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","OKC"
"Jump Shot","Jump Shot",33.9563,32,88,-118.2378,6,1,0,"2008-09",59,9,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","2","Home","OKC"
"Driving Layup Shot","Layup",34.0443,0,0,-118.2698,6,1,0,"2008-09",39,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","OKC"
NA,"Layup",34.0443,0,0,-118.2698,3,1,0,"2008-09",0,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","OKC"
"Jump Shot","Jump Shot",33.9583,13,86,-118.2568,0,1,0,"2008-09",57,8,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","2","Home","OKC"
"Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,0,1,0,"2008-09",2,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","OKC"
"Alley Oop Layup shot","Layup",34.0443,0,0,-118.2698,5,2,0,"2008-09",49,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","OKC"
"Turnaround Bank shot","Bank Shot",33.9963,-54,48,-118.3238,4,2,0,"2008-09",38,7,"0","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","2","Home","OKC"
"Layup Shot","Layup",34.0443,0,0,-118.2698,3,2,0,"2008-09",21,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","OKC"
"Turnaround Bank shot","Bank Shot",34.0193,114,25,-118.1558,2,2,0,"2008-09",14,11,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Home","OKC"
"Driving Slam Dunk Shot","Dunk",34.0443,0,0,-118.2698,1,2,0,"2008-09",7,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","OKC"
"Jump Shot","Jump Shot",33.8763,192,168,-118.0778,11,3,0,"2008-09",1,25,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","2","Home","OKC"
"Jump Shot","Jump Shot",33.8963,28,148,-118.2418,10,3,0,"2008-09",38,15,"1","2PT Field Goal","Center(C)","Mid-Range","8-16 ft.","2","Home","OKC"
"Turnaround Bank shot","Bank Shot",34.0253,-105,19,-118.3748,9,3,0,"2008-09",0,10,"1","2PT Field Goal","Left Side(L)","Mid-Range","8-16 ft.","2","Home","OKC"
"Jump Shot","Jump Shot",33.9583,92,86,-118.1778,1,3,0,"2008-09",45,12,"0","2PT Field Goal","Right Side(R)","Mid-Range","8-16 ft.","2","Home","OKC"
"Jump Shot","Jump Shot",33.8793,-188,165,-118.4578,5,4,0,"2008-09",15,25,"0","3PT Field Goal","Left Side Center(LC)","Above the Break 3","24+ ft.","2","Home","OKC"
"Jump Shot","Jump Shot",33.8273,53,217,-118.2168,5,4,0,"2008-09",1,22,"1","2PT Field Goal","Center(C)","Mid-Range","16-24 ft.","2","Home","OKC"
"Reverse Layup Shot","Layup",34.0443,0,0,-118.2698,4,4,0,"2008-09",0,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Home","OKC"
"Jump Shot","Jump Shot",33.8463,138,198,-118.1318,2,4,0,"2008-09",59,24,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","2","Home","OKC"
"Jump Shot","Jump Shot",33.9023,81,142,-118.1888,2,4,0,"2008-09",33,16,"0","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","2","Home","OKC"
"Layup Shot","Layup",34.0443,0,0,-118.2698,10,1,0,"2008-09",7,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","UTA"
"Layup Shot","Layup",34.0443,0,0,-118.2698,9,1,0,"2008-09",35,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","UTA"
"Jump Shot","Jump Shot",33.9723,36,72,-118.2338,8,1,0,"2008-09",33,8,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","8-16 ft.","2","Away","UTA"
"Layup Shot","Layup",34.0443,0,0,-118.2698,7,1,0,"2008-09",14,0,"0","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","UTA"
"Jump Shot","Jump Shot",33.9863,-48,58,-118.3178,7,1,0,"2008-09",9,7,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","2","Away","UTA"
"Jump Shot","Jump Shot",33.8963,23,148,-118.2468,6,1,0,"2008-09",34,14,"1","2PT Field Goal","Center(C)","Mid-Range","8-16 ft.","2","Away","UTA"
"Jump Shot","Jump Shot",33.9513,223,93,-118.0468,6,1,0,"2008-09",9,24,"0","3PT Field Goal","Right Side Center(RC)","Above the Break 3","24+ ft.","2","Away","UTA"
"Jump Shot","Jump Shot",34.0023,-49,42,-118.3188,4,1,0,"2008-09",32,6,"1","2PT Field Goal","Center(C)","In The Paint (Non-RA)","Less Than 8 ft.","2","Away","UTA"
"Turnaround Jump Shot","Jump Shot",34.0033,-75,41,-118.3448,6,2,0,"2008-09",29,8,"0","2PT Field Goal","Left Side(L)","In The Paint (Non-RA)","8-16 ft.","2","Away","UTA"
"Layup Shot","Layup",34.0443,0,0,-118.2698,2,2,0,"2008-09",29,0,"1","2PT Field Goal","Center(C)","Restricted Area","Less Than 8 ft.","2","Away","UTA"
"Jump Shot","Jump Shot",33.8913,58,153,-118.2118,0,2,0,"2008-09",59,16,"1","2PT Field Goal","Right Side Center(RC)","Mid-Range","16-24 ft.","2","Away","UTA"
